"code","iso","country","FGA.ind.1995","FGA.ind.1996","FGA.ind.1997","FGA.ind.1998","FGA.ind.1999","FGA.ind.2000","FGA.ind.2001","FGA.ind.2002","FGA.ind.2003","FGA.ind.2004","FGA.ind.2005","FGA.ind.2006","FGA.ind.2007","FGA.ind.2008","FGA.ind.2009","FGA.ind.2010","FGA.ind.2011","FGA.ind.2012","FGA.ind.2013","FGA.ind.2014","FGA.ind.2015","FGA.ind.2016","FGA.ind.2017","FGA.ind.2018","FGA.ind.2019","FGA.ind.2020","FGA.ind.2021","FGA.ind.2022"
52,"BRB","Barbados",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
112,"BLR","Belarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83032124121048,19.7938867921868,32.5213135420594,43.7290637292759,50.3124615083399,52.8730304440558,55.8476829011725,57.6038661573568,58.4548107151424,59.7268124883862,59.7268124883862,59.7268124883862,59.7268124883862
56,"BEL","Belgium",54.657715262257,54.657715262257,54.657715262257,54.657715262257,54.657715262257,59.2029533612971,63.8802700900372,64.5513423464425,69.293109025342,70.8846251645365,69.806922874049,67.2137573245051,63.5297090850318,59.0167527524414,57.2438449568406,57.0478114779882,55.8257692177707,56.569966096691,59.8349962004854,63.5077247586509,67.5356855987104,70.2275335031601,70.8784962176304,70.8562745662135,74.7793183777331,74.7793183777331,74.7793183777331,74.7793183777331
84,"BLZ","Belize",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
204,"BEN","Benin",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
60,"BMU","Bermuda",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
64,"BTN","Bhutan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
68,"BOL","Bolivia",0,0,0,0,0,0,0,0,0,62.5344754390913,88.5865097445926,89.3248846575145,77.5461625073756,60.1833852698743,42.9999186232014,29.302597892451,28.3925873857295,44.383956254733,58.2318036775485,61.4722219827695,62.593180710758,63.589676217034,64.4781481460635,65.2720964964958,65.9827211530444,65.9827211530444,65.9827211530444,65.9827211530444
70,"BIH","Bosnia and Herzegovina",5.62171370744601,5.62171370744601,5.62171370744601,5.62171370744601,5.62171370744601,5.62171370744601,5.62171370744601,5.62171370744601,5.62171370744601,4.75391864159012,10.6587604233615,25.2302228210696,37.6528017079316,43.7150939693891,35.7703263852209,26.6934656518174,28.6978966854666,40.5795113716455,50.0381810826253,55.3811206092565,57.9040637681221,59.8854728045752,61.5458814223317,62.2688940294063,63.4029743932739,63.4029743932739,63.4029743932739,63.4029743932739
72,"BWA","Botswana",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
76,"BRA","Brazil",100,100,100,100,100,100,100,100,100,90.0808207628337,75.312536500705,64.1203835038432,52.6274526932101,41.7501186325046,41.6946630763173,45.4622242540248,58.7527868474717,68.7428618615526,76.1873164943555,84.4519643103843,90.5924158315801,92.3922840090811,89.8997119239585,85.9147290599106,82.163752966683,82.163752966683,82.163752966683,82.163752966683
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3524923148718,24.0574808792923,32.1931775448555,38.8954057080472,44.2634407242146,48.5892700180247,52.1635999263947,54.7786252871239,56.9001912332751,58.5556470645923,59.730728036319,59.730728036319,59.730728036319,59.730728036319
100,"BGR","Bulgaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0482074041159,12.3611122002021,19.7955740231375,26.711691771676,30.771239797491,32.2406688686471,31.8896905512614,31.4175765305107,27.4326732801699,22.1635541149394,26.391157682761,26.391157682761,26.391157682761,26.391157682761
854,"BFA","Burkina Faso",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
108,"BDI","Burundi",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
132,"CPV","Cabo Verde",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
116,"KHM","Cambodia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
120,"CMR","Cameroon",100,100,100,100,100,100,100,100,100,100,100,100,100,94.0015679124999,89.0827745941004,84.4310466879076,88.823047559171,100,100,100,100,100,100,100,100,100,100,100
124,"CAN","Canada",66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,66.5347702789471,65.9683506674546,64.758166561426,62.4522626735822,58.8672321171373,59.3097295110709,59.7102512705478,59.3158546069556,60.4143806934843,62.3197057639035,65.1811624784436,68.5353551032573,71.055529753732,73.5299089480318,73.5299089480318,73.5299089480318,73.5299089480318
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
148,"TCD","Chad",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
152,"CHL","Chile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22940476464166,7.6564295877358,13.1089043867247,18.1139032012691,20.6985036367557,29.6222978303199,29.6222978303199,29.6222978303199,29.6222978303199
156,"CHN","China",7.1449498788789,7.1449498788789,7.1449498788789,7.1449498788789,7.1449498788789,0,0,0.295406510182232,0,0,0,0,0,13.3112924397793,17.6232845143706,35.1103213240197,49.9896987215245,59.6674638190075,64.3258218311504,61.295935904412,58.1936862717361,52.7559221495332,51.7514460210616,51.3981656983525,53.4210704131143,53.4210704131143,53.4210704131143,53.4210704131143
170,"COL","Colombia",62.0932036656669,62.0932036656669,62.0932036656669,62.0932036656669,62.0932036656669,80.676609785526,67.9608410360279,46.3030748690378,20.5092948158246,0,0,0,0,0,0,0,0,0,0,0,0,10.1485185919032,22.7872813423702,33.8381019086702,44.1376446972394,44.1376446972394,44.1376446972394,44.1376446972394
174,"COM","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.012742861327,34.4108060089101,44.9399430358385,49.8939484638386,54.2646959893426,57.0612974742884,58.4922468248839,58.8810571885115,58.8810571885115,58.8810571885115,58.8810571885115
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",0,0,0,0,0,0,0,0,0,0,0,0,0,5.84319068297398,17.4034924306375,24.6041640972429,32.4132570361915,39.8509129677143,45.5696206751042,50.2449533539224,53.1547318340152,55.6643183324935,57.5023829683678,58.9098999094305,59.9241619370138,59.9241619370138,59.9241619370138,59.9241619370138
384,"CIV","Cote d'Ivoire",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
191,"HRV","Croatia",100,100,100,100,100,100,100,100,100,100,100,100,100,85.3334150821155,72.1322126636622,61.7235842079394,53.4604145687387,60.5528281681394,65.0748985329434,68.9284992599393,71.4988160678759,73.3656202886121,74.2443712529472,74.1047534476979,74.6068431030084,74.6068431030084,74.6068431030084,74.6068431030084
192,"CUB","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07538570993158,22.4030349800643,33.1649148812697,41.1834220741566,47.223263083014,51.6826237324451,55.0067580639118,57.3441392065907,58.9248409779454,59.8057086207485,59.8057086207485,59.8057086207485,59.8057086207485
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,5.14382462678799,14.8769995122972,23.0628338192394,30.2671228014344,34.7828896806487,39.7702193780061,44.8009993275339,49.2440220906395,53.2927865029318,56.8483107929846,59.9500531846279,62.6526953935551,64.9217935593395,64.9217935593395,64.9217935593395,64.9217935593395
203,"CZE","Czech Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,7.89589932328403,5.1055191335842,0,0,0,0,0,6.80550211451829,18.2547649702421,33.0911141206558,52.0117469355206,62.1140748143017,62.1140748143017,62.1140748143017,62.1140748143017
180,"COD","Dem. Rep. Congo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
208,"DNK","Denmark",75.8868502095813,75.8868502095813,75.8868502095813,75.8868502095813,75.8868502095813,82.2556794272166,92.2283565936903,98.0499048827233,100,100,99.9395492836201,100,96.8908566314175,90.9695108891723,84.9920113081578,77.5609403717127,71.3609065441908,62.3731985874127,56.8146293089043,54.9064323098245,62.2801600244931,70.19153938487,82.5792021385797,90.3972030863725,100,100,100,100
262,"DJI","Djibouti",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
212,"DMA","Dominica",27.3041321528569,27.3041321528569,27.3041321528569,27.3041321528569,27.3041321528569,33.9119516869373,41.2318449559198,75.9654456753918,100,100,100,57.2191242758468,0,0,0,0,0,0,0,14.952236725036,84.4960199381614,89.2001892193882,88.1647049380442,77.0106846135891,70.6196729187994,70.6196729187994,70.6196729187994,70.6196729187994
214,"DOM","Dominican Republic",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
218,"ECU","Ecuador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44784879984036,13.8252246245674,24.962407379588,34.7666364237704,43.9299058086534,49.5112434807668,52.9963973364869,55.9287796534445,58.0691630260468,59.4543480746779,60.1998669844076,60.1998669844076,60.1998669844076,60.1998669844076
818,"EGY","Egypt",77.1415828053129,77.1415828053129,77.1415828053129,77.1415828053129,77.1415828053129,76.3564175162624,75.4802740525806,75.3362448789787,75.6208714881575,72.9396925613828,70.9090162583264,62.5940755929472,61.3588804218988,59.3739273136147,58.8301005516014,59.6512775858797,61.6052675627772,64.6198335403795,68.6034415865816,71.4684906824893,71.9314647480937,72.0574703697819,71.9283628973921,71.7904649349457,71.5506478836569,71.5506478836569,71.5506478836569,71.5506478836569
222,"SLV","El Salvador",0,0,0,0,0,0,0,0,0,0,0,0,0,16.5023308489812,36.5036540567,41.0466638675201,44.0969609372211,46.356289716181,48.3979061612249,50.711062482054,53.0006449173463,54.574820846976,56.3256574206332,57.9930956583488,59.6322936645003,59.6322936645003,59.6322936645003,59.6322936645003
226,"GNQ","Equatorial Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
232,"ERI","Eritrea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
233,"EST","Estonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12048384105763,14.7800233021632,24.9237712449626,34.8393205749056,43.3535514370533,49.7067540238275,53.3451917320278,57.1694262032681,61.4431465908587,65.4876343155765,70.3483175292951,70.3483175292951,70.3483175292951,70.3483175292951
748,"SWZ","Eswatini",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
231,"ETH","Ethiopia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6085792308126,21.7709235447817,27.7146245458549,34.8132906823296,45.4156677635726,50.8634879673169,52.4546617186869,54.8705745690818,56.6025375094681,57.8180145205024,59.0190077447133,59.0190077447133,59.0190077447133,59.0190077447133
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
246,"FIN","Finland",0,0,0,0,0,0,0,0,0,0,6.38581757518411,16.0522182105481,25.6390221090605,33.6291409992022,39.7507382414268,41.9265661010525,44.8885999756357,48.2273099953616,52.3838009176917,57.5025043658041,64.4365834118144,71.0541250940364,78.2171001474443,84.6989532626006,92.0353082765191,92.0353082765191,92.0353082765191,92.0353082765191
250,"FRA","France",85.232323610853,85.232323610853,85.232323610853,85.232323610853,85.232323610853,82.9939714314016,79.5782389634339,72.107418346623,57.8395892220524,48.7195074526809,54.4531195413176,58.9421558504518,62.324151258957,62.5313417407272,62.2016147912502,59.6396799628841,58.1694691240196,57.6451797744806,59.066758380303,61.9632705666389,67.5082270040082,72.9004544379003,78.4659988920058,84.8713395053888,91.9487080805098,91.9487080805098,91.9487080805098,91.9487080805098
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99739300339384,19.555830128896,28.9423898336466,37.5292633246943,44.3282811138491,49.583307006595,53.2405648276502,56.1271231060926,58.2250577274591,59.7193089973279,60.6413885686765,60.6413885686765,60.6413885686765,60.6413885686765
270,"GMB","Gambia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
268,"GEO","Georgia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51067738133708,28.6443079048455,54.28568468972,92.6295285328587,100,100,100,100,100,100
276,"DEU","Germany",64.4421084665899,64.4421084665899,64.4421084665899,64.4421084665899,64.4421084665899,59.1836291829206,57.4087698252728,59.7110003519558,63.9382595104634,66.4521548376158,66.8122434119688,63.9834801878135,60.7744596285291,57.4100024300357,58.03910576345,56.0327801569589,58.3800179701208,61.8860730462307,66.6288060938166,71.0891420143063,74.3736926559577,76.1995025768197,77.6398617039685,79.0253564719714,82.8110910211024,82.8110910211024,82.8110910211024,82.8110910211024
288,"GHA","Ghana",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,64.842797295079,58.3396797559356,71.0095472314228,61.5161509013431,55.3653352599328,57.6561299121029,59.0244484851959,59.628668404534,59.628668404534,59.628668404534,59.628668404534
300,"GRC","Greece",57.5290483210679,57.5290483210679,57.5290483210679,57.5290483210679,57.5290483210679,60.1747371999033,89.4351664476633,94.4765702308568,99.5937841540876,100,100,100,100,100,99.1191435143809,89.0905610998511,100,96.9711297962996,87.2626371990699,76.6131859146497,65.4973285699982,67.6391307475847,70.3585912663846,73.6602731277713,78.0761804230518,78.0761804230518,78.0761804230518,78.0761804230518
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",74.5504992577839,74.5504992577839,74.5504992577839,74.5504992577839,74.5504992577839,74.564863205146,74.7572462226229,74.734318246871,74.8058535111488,74.7205610950905,74.6278996948289,74.790021465392,74.8510984776066,74.9507109132379,74.976030363668,75.0601839735642,75.3099501426902,75.5961498271099,75.8143533449677,75.9662259181308,76.1342552591501,76.3354351351447,76.474371344241,76.6295002879096,76.7066343216203,76.7066343216203,76.7066343216203,76.7066343216203
320,"GTM","Guatemala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50225122531029,16.4556056879446,27.0020171937664,35.9393466706514,43.4549398518881,49.2227929449261,52.6815421002489,55.4948922272679,57.6643751847999,59.0937421596696,60.0521556830285,60.0521556830285,60.0521556830285,60.0521556830285
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
624,"GNB","Guinea-Bissau",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
328,"GUY","Guyana",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
332,"HTI","Haiti",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
344,"HKG","Hong Kong",100,100,100,100,100,100,100,95.8158357911955,80.3385582373842,67.4047854148861,60.2068966631625,53.7938866273144,50.1889111243946,50.7832116862938,52.3166024483431,55.0194464789791,58.3431677575783,61.3947677409647,64.0180578066077,65.8543050894157,66.9351968570931,67.6710468587754,68.2639770957504,68.670793913412,68.8724889077841,68.8724889077841,68.8724889077841,68.8724889077841
348,"HUN","Hungary",60.6071206048599,60.6071206048599,60.6071206048599,60.6071206048599,60.6071206048599,60.6071206048599,51.298110433926,53.0298376506793,52.9597938595497,51.2640589956833,47.5087591503899,44.9015436823795,45.8718569148911,47.8552602617986,49.6866892223513,55.0732730484525,58.6761236893586,61.8976464961995,62.8244755878586,61.7072199079996,59.3942868116594,55.8056437558737,56.9707787330527,58.5796578592841,60.7645026272189,60.7645026272189,60.7645026272189,60.7645026272189
