"code","iso","country","SDA.ind.1995","SDA.ind.1996","SDA.ind.1997","SDA.ind.1998","SDA.ind.1999","SDA.ind.2000","SDA.ind.2001","SDA.ind.2002","SDA.ind.2003","SDA.ind.2004","SDA.ind.2005","SDA.ind.2006","SDA.ind.2007","SDA.ind.2008","SDA.ind.2009","SDA.ind.2010","SDA.ind.2011","SDA.ind.2012","SDA.ind.2013","SDA.ind.2014","SDA.ind.2015","SDA.ind.2016","SDA.ind.2017","SDA.ind.2018","SDA.ind.2019","SDA.ind.2020","SDA.ind.2021","SDA.ind.2022"
232,"ERI","Eritrea",95.6241642055764,95.6241642055764,95.6241642055764,95.6241642055764,95.6241642055764,95.6241642055764,95.6241642055764,100,100,100,86.6616192772259,69.9420106815399,58.9150043216305,70.9054625653579,75.0137154326076,79.5236772573837,81.6430138999586,77.4582829460916,71.3037955410771,62.2528915671139,55.6270306341397,53.4321229778036,50.8349232875873,54.1567560619354,56.001222270407,56.001222270407,56.001222270407,56.001222270407
233,"EST","Estonia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
748,"SWZ","Eswatini",9.46415444294298,9.46415444294298,9.46415444294298,9.46415444294298,9.46415444294298,31.917775926593,52.3949378912122,74.426629769378,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.6322312053929,81.1645153795961,72.4415168942914,72.4415168942914,72.4415168942914,72.4415168942914
231,"ETH","Ethiopia",56.1506220341689,56.1506220341689,56.1506220341689,56.1506220341689,56.1506220341689,45.1738644976088,27.977877711941,33.4088445177779,38.2537966826404,37.5545206909042,37.6494583963025,37.9146899168671,39.6017716312112,38.3428955722171,40.8325799430873,44.2513677041878,41.2587988250553,39.2801090349411,37.3210484645505,39.0149898242235,45.6706722228308,47.9961968551881,50.2196857042237,49.5450586820171,50.820486252012,50.820486252012,50.820486252012,50.820486252012
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",67.2019766497065,67.2019766497065,67.2019766497065,67.2019766497065,67.2019766497065,58.9565665540364,49.9155444250706,49.7395500519354,46.9805054470464,36.0246224736665,22.8092777755555,16.5395480524724,36.1984789813785,64.7365448835979,100,100,100,100,100,100,82.1393773825276,55.1202272574238,37.2412976294371,27.036896505306,37.3136497987447,37.3136497987447,37.3136497987447,37.3136497987447
246,"FIN","Finland",100,100,100,100,100,100,100,100,98.9130644297796,91.2116271754672,100,94.0633704369277,89.6409038630547,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
250,"FRA","France",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",14.6382945692302,14.6382945692302,14.6382945692302,14.6382945692302,14.6382945692302,25.153587773479,37.8642292882804,37.2262604924484,30.6449064428353,29.7199477847495,22.3065004825532,18.7086946754417,20.1511033094391,22.7252697645362,39.009888225699,39.0393402118683,46.2214058112934,52.9156307239403,51.1196751250339,60.3917030248125,60.0896756959794,63.0018099156298,67.4511664192328,69.215706115392,73.0925797175436,73.0925797175436,73.0925797175436,73.0925797175436
270,"GMB","Gambia",50.4786539334941,50.4786539334941,50.4786539334941,50.4786539334941,50.4786539334941,45.8335933842676,39.3911343257059,37.4503339373347,38.5933153290774,36.6255187566994,36.3392620107887,40.8553540079345,46.2366367187581,46.154959299196,46.8130463905489,45.045128714317,49.7749451869732,55.4203537638444,64.815904068874,67.7994729524303,69.2663396658589,72.2989707000645,70.1786556671476,66.1191925562828,61.0543554067748,61.0543554067748,61.0543554067748,61.0543554067748
268,"GEO","Georgia",82.803101468612,82.803101468612,82.803101468612,82.803101468612,82.803101468612,94.757061334219,100,100,100,100,100,100,100,100,61.4656786592699,23.6044764723924,42.1310741981778,63.399344813087,76.247757325935,86.7950280351131,86.2646860077768,97.3299725158411,82.1798773804931,65.0737248906653,34.5324626045427,34.5324626045427,34.5324626045427,34.5324626045427
276,"DEU","Germany",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
288,"GHA","Ghana",4.70262098491955,4.70262098491955,4.70262098491955,4.70262098491955,4.70262098491955,0.0657350627455315,0,0,0,7.58377730655637,29.1509489304928,33.0237875636248,41.5747492595642,40.9016999640228,38.0304186533345,44.0621749229451,63.4203757408014,43.4159052516325,24.8963973650395,48.3913518027281,79.6002272373615,78.115260410955,69.9355470782623,72.3552939692172,72.9638115055429,72.9638115055429,72.9638115055429,72.9638115055429
