"code","iso","country","TBN.ind.1995","TBN.ind.1996","TBN.ind.1997","TBN.ind.1998","TBN.ind.1999","TBN.ind.2000","TBN.ind.2001","TBN.ind.2002","TBN.ind.2003","TBN.ind.2004","TBN.ind.2005","TBN.ind.2006","TBN.ind.2007","TBN.ind.2008","TBN.ind.2009","TBN.ind.2010","TBN.ind.2011","TBN.ind.2012","TBN.ind.2013","TBN.ind.2014","TBN.ind.2015","TBN.ind.2016","TBN.ind.2017","TBN.ind.2018","TBN.ind.2019","TBN.ind.2020","TBN.ind.2021","TBN.ind.2022"
108,"BDI","Burundi",33.3462927079357,33.3462927079357,33.3462927079357,33.3462927079357,33.3462927079357,33.3462927079357,35.0971286573851,35.0971286573851,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.9288046916469,35.9288046916469,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118
132,"CPV","Cabo Verde",14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545
116,"KHM","Cambodia",73.9643232124241,73.9643232124241,74.4474368492606,74.4474368492606,74.4474368492606,74.44743684926,74.44743684926,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,74.4474368492606,100,100,100,100,100,100
120,"CMR","Cameroon",13.1318256101742,13.1318256101742,13.9770700069737,13.9770700069737,13.9770700069737,13.9770700069737,22.7221667832908,25.4648005738845,25.4648005738845,25.4648005738845,27.6615477232118,34.6573095871744,34.6625212542854,41.8712745772412,43.2298160934625,43.9704024609303,45.7968805970714,45.7968805970714,52.9996012627052,52.9996012627052,55.0980148053707,56.35154408048,56.35154408048,56.35154408048,57.8405643568146,57.8405643568146,57.8405643568146,57.8405643568146
124,"CAN","Canada",34.1156282216791,36.0671366022048,37.1292863897021,37.7370593449846,39.5155754443458,40.8691394831258,41.4066291375371,42.817454596829,43.0395901935561,46.1849903548609,46.7547022883028,48.2729687115277,48.6796540573411,49.6133182453818,51.2308932938776,52.8512927040139,53.2408425360049,54.5276745910926,55.5364459517073,57.6508209830285,57.8177315649851,59.2937674931176,59.7302859469418,59.9762550111347,61.5429356571653,63.0314927399553,63.1854894163476,63.1854894163476
136,"CYM","Cayman Islands",44.2777352694149,45.4303072410152,45.4303072410152,51.2691198510779,51.2691198510779,51.2691198510779,51.2691198510779,51.2691198510779,51.2691198510779,51.2691198510779,51.4940138979408,51.4940138979408,51.4940138979408,51.4940138979408,51.4940138979408,51.4940138979408,53.3345863320065,53.3427927103886,53.3646162889028,54.0631998114443,54.1540359066438,54.1540359066438,54.1540359066438,54.1540359066438,54.1540359066438,54.1540359066438,54.1540359066438,54.1540359066438
140,"CAF","Central African Republic",97.0122203088853,97.0122203088853,97.0122203088853,97.0122203088853,97.0122203089824,97.0122203089824,97.0122203089824,97.0122203089824,97.0122203089824,97.0122203089824,97.0122203089824,97.0216546707329,97.0216546707329,97.0216546707329,97.0216546707329,97.0216546707329,97.0216546707329,97.0216546706659,97.0216546706659,97.0216546706659,97.0216546706659,97.0216546706659,97.0216546706659,97.0216546706659,97.0216546706659,97.0216546706659,97.0216546706659,97.0216546706659
148,"TCD","Chad",67.3074399128906,67.3074399128906,67.3074399128906,67.3074399128906,67.3074399128906,67.3074399128906,67.3074399128906,68.0866696223318,68.0866696223318,68.0866696223318,68.0866696223306,68.0866696223288,68.0866696223282,68.0866696223282,68.0866696223288,68.0866696223288,68.08666962233,68.08666962233,68.08666962233,68.08666962233,68.08666962233,68.08666962233,68.08666962233,68.08666962233,68.08666962233,68.08666962233,68.08666962233,68.08666962233
152,"CHL","Chile",55.7000614052498,57.8206842513418,58.5045410475912,58.5045410475915,58.5071484799998,58.5071484799995,58.5075525405815,58.5075525405815,58.5075525405815,58.5075525405697,58.635551422348,58.6820786425236,58.7089333015036,58.7089333015039,58.7089333015044,58.9401746411294,59.2196547802976,59.2352804485547,59.2352804485547,59.2483618846818,59.3082864134359,59.5837218014712,59.58372180147,59.593631773157,60.6598192869971,61.0552793812194,61.1189387915359,61.1189387915359
156,"CHN","China",0.883824150976776,0.883824150976776,0.886839533891506,0.898015336163994,0.898015336163994,1.01269305533119,1.01269305533119,1.01269305533119,1.95342205367668,1.95342205367668,2.16900882986734,2.16900882986734,2.16900882986734,2.16900882986734,2.31111117169092,2.31131575642221,2.31131575642221,2.64087743974179,2.64087743974179,2.7899218482084,2.7899218482084,2.83696040898776,2.83696040898776,2.83696040898776,4.62621930610671,4.62621930610671,4.62621930610671,4.62621930610671
170,"COL","Colombia",63.2833076482394,63.2833076482394,63.2856437683082,63.3101358783806,64.6735659955882,64.75310349727,64.7564469458512,64.8297114195571,70.3546260901577,70.3652636311253,70.3685083005065,73.1146340239576,73.8959218125324,76.4637362407477,77.97232840752,82.7578822368129,82.7703698807741,82.8162088158412,82.9431868475918,83.0996413008312,83.380932184,83.7244830286835,83.7312760645859,83.8004969825394,85.8096399464653,85.9941477461259,86.0156277135547,86.0156277135547
174,"COM","Comoros",0,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,59.9893318507835,59.9893318507835,59.9893318507835,59.9893318507835,100,100,100,100,100,100,100,100,100,100,100,100
184,"COK","Cook Islands",5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807
