"code","iso","country","LCB.ind.1995","LCB.ind.1996","LCB.ind.1997","LCB.ind.1998","LCB.ind.1999","LCB.ind.2000","LCB.ind.2001","LCB.ind.2002","LCB.ind.2003","LCB.ind.2004","LCB.ind.2005","LCB.ind.2006","LCB.ind.2007","LCB.ind.2008","LCB.ind.2009","LCB.ind.2010","LCB.ind.2011","LCB.ind.2012","LCB.ind.2013","LCB.ind.2014","LCB.ind.2015","LCB.ind.2016","LCB.ind.2017","LCB.ind.2018","LCB.ind.2019","LCB.ind.2020","LCB.ind.2021","LCB.ind.2022"
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,34.8045122393168,64.3779080992831,82.0460776478714,75.4981861887475,59.588690460445,60.5560776534327,34.0756540013078,25.8569264487022,25.8569264487022,25.8569264487022,25.8569264487022,25.8569264487022,25.8569264487022
246,"FIN","Finland",52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,52.6632813474948,53.9476517415285,56.4780918012904,69.5871024196464,70.9687813101281,65.9506008523277,57.7750144539455,49.1374687114496,49.1374687114496,49.1374687114496,49.1374687114496,49.1374687114496,49.1374687114496
250,"FRA","France",26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,26.8168245036482,34.1156969730804,39.820109083196,64.488346865237,64.4095456492198,77.4813769893985,76.439833395245,77.2810008785274,77.2810008785274,77.2810008785274,77.2810008785274,77.2810008785274,77.2810008785274
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,61.7885337148971,59.4579741400548,59.5478214921432,40.9799154796474,35.1382250170648,34.786688998643,29.5629791877904,26.3136622211542,26.3136622211542,26.3136622211542,26.3136622211542,26.3136622211542,26.3136622211542
270,"GMB","Gambia",56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,56.9942411493538,71.345826758453,43.4489667718011,49.1325610533827,35.0679295410645,43.9508096173367,78.7354667099722,77.9232068074309,77.9232068074309,77.9232068074309,77.9232068074309,77.9232068074309,77.9232068074309
268,"GEO","Georgia",56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,56.5015867638683,60.8533965961019,68.8078070839001,92.9457346761317,100,100,99.994745654058,98.4977081642164,98.4977081642164,98.4977081642164,98.4977081642164,98.4977081642164,98.4977081642164
276,"DEU","Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7732330613608,40.9170728657319,90.5330011959495,98.047891208519,100,100,93.3948682692636,93.3948682692636,93.3948682692636,93.3948682692636,93.3948682692636,93.3948682692636
288,"GHA","Ghana",71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,71.6455318632618,66.7807274387141,50.6021849069225,35.6292373058165,28.6525644592825,23.5317933023575,16.8208868895938,5.00202639543578,5.00202639543578,5.00202639543578,5.00202639543578,5.00202639543578,5.00202639543578
300,"GRC","Greece",36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,36.1345164117102,33.1619352869677,33.7114174435546,58.8146553624879,75.6414249818173,100,100,74.1108261792815,74.1108261792815,74.1108261792815,74.1108261792815,74.1108261792815,74.1108261792815
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,46.8292310281471,73.2553399888158,87.4799689292845,100,66.6929364007179,99.8781403527078,100,100,100,100,100,100,100
320,"GTM","Guatemala",54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,54.5991092436661,69.7488430979954,70.6777197602852,69.6508710674941,74.9551397431687,72.5188266424488,61.054152006499,49.7392167629269,49.7392167629269,49.7392167629269,49.7392167629269,49.7392167629269,49.7392167629269
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,45.8573106184227,43.2750915996103,32.2840052836581,15.8345379626137,0,0,0,0,0,0,0,0,0
624,"GNB","Guinea-Bissau",36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,36.1308648019328,43.3282896316253,33.1100882526275,25.3056886916837,14.7982440541246,4.41421676069011,7.98248666155064,0,0,0,0,0,0
328,"GUY","Guyana",50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,50.9891671455412,38.8637691227535,33.2305773191735,33.6059665018057,36.5843282402687,36.348430280903,27.3375392938286,31.3936685591271,31.3936685591271,31.3936685591271,31.3936685591271,31.3936685591271,31.3936685591271
332,"HTI","Haiti",57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,57.4545637149451,48.6641600325532,32.7777596221723,36.6546964070353,25.5858739318549,25.7080479928271,7.20172046475457,10.2329494386032,10.2329494386032,10.2329494386032,10.2329494386032,10.2329494386032,10.2329494386032
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,47.5306571691227,42.0264416098457,51.4072001521421,53.3709541684457,56.8646706694801,56.3868967781385,35.8121385471697,27.6782850997514,27.6782850997514,27.6782850997514,27.6782850997514,27.6782850997514,27.6782850997514
344,"HKG","Hong Kong",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
348,"HUN","Hungary",53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,53.9952864203983,58.8299477930781,55.5723378489755,65.9138252437573,51.3096530959647,48.2621088320838,45.553465207922,41.8467980941636,41.8467980941636,41.8467980941636,41.8467980941636,41.8467980941636,41.8467980941636
352,"ISL","Iceland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
356,"IND","India",53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,53.8942489970056,49.9339095221923,48.1051300020932,51.0500724570477,38.5815793926155,36.0699123219307,26.7910226069802,17.3856922875112,17.3856922875112,17.3856922875112,17.3856922875112,17.3856922875112,17.3856922875112
360,"IDN","Indonesia",33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,33.225407775711,37.0955385133633,34.0944992999998,55.3520421349845,52.8854973671024,55.1602145620138,49.4284093171452,56.1697391533034,56.1697391533034,56.1697391533034,56.1697391533034,56.1697391533034,56.1697391533034
364,"IRN","Iran",83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,83.7579318577994,81.6706417565201,59.5636833019403,58.4633861076806,60.4833096723269,62.4577808738857,70.0431951653267,87.7598041044052,87.7598041044052,87.7598041044052,87.7598041044052,87.7598041044052,87.7598041044052
368,"IRQ","Iraq",80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.0594197741931,80.3629826240424,55.4938963048674,1.51972620083721,20.0880147201933,13.1720732117251,21.0520983603223,14.2236778884929,14.2236778884929,14.2236778884929,14.2236778884929,14.2236778884929,14.2236778884929
372,"IRL","Ireland",71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,71.1092782637012,80.5383156889179,78.8466411169946,96.2113921549339,91.6826282273612,89.8768481796316,76.5271030745769,55.9235384146661,55.9235384146661,55.9235384146661,55.9235384146661,55.9235384146661,55.9235384146661
833,"IMN","Isle of Man",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
376,"ISR","Israel",69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,69.9652503626014,17.7416693880237,22.1834320013442,40.2977559648425,29.0709841704254,41.3162484011254,35.6959663460599,42.377792420556,42.377792420556,42.377792420556,42.377792420556,42.377792420556,42.377792420556
380,"ITA","Italy",42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,42.4047662615785,44.4378406345801,33.3625724489024,50.3072572908477,36.5706703583056,39.4280705723806,38.1151559697547,30.0515450571265,30.0515450571265,30.0515450571265,30.0515450571265,30.0515450571265,30.0515450571265
388,"JAM","Jamaica",43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,43.3381336434474,55.3814015126412,59.6467348245683,85.1587290878407,75.7924161564854,54.0452611753091,55.9906530231942,65.3547310718813,65.3547310718813,65.3547310718813,65.3547310718813,65.3547310718813,65.3547310718813
392,"JPN","Japan",43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,43.5898180227653,49.7799225157192,51.2475779952319,71.1933070045205,75.5003099115025,77.4014178638027,68.3083037139435,59.8275712496243,59.8275712496243,59.8275712496243,59.8275712496243,59.8275712496243,59.8275712496243
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,60.6965620193405,58.786749000567,51.7857533239791,23.4445870847545,0.708686765376541,36.8236600014862,42.2616575699557,72.4543067858371,72.4543067858371,72.4543067858371,72.4543067858371,72.4543067858371,72.4543067858371
398,"KAZ","Kazakhstan",75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,75.6350359321426,69.4351391241724,77.7453266527648,85.3794571951649,100,100,100,100,100,100,100,100,100
404,"KEN","Kenya",53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,53.1018766781738,58.3800527725171,57.5163983335393,62.1278878564585,61.0449501053612,70.6593882132057,68.1029847551433,60.1108953580084,60.1108953580084,60.1108953580084,60.1108953580084,60.1108953580084,60.1108953580084
296,"KIR","Kiribati",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
417,"KGZ","Kyrgyzstan",80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,80.2310851164842,70.0552268266165,48.926726205093,58.5450077612277,91.2712812607376,100,100,100,100,100,100,100,100
418,"LAO","Laos",20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,20.1723352851747,31.2309653068644,34.6937878971649,28.5063843318779,28.5390280052009,31.187720719495,20.7558811560231,14.01346101626,14.01346101626,14.01346101626,14.01346101626,14.01346101626,14.01346101626
428,"LVA","Latvia",46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.5732664254668,46.365012095828,49.8379288493983,63.69491204967,68.4139859467452,68.3763826778383,61.7361879664194,56.5136531620112,56.5136531620112,56.5136531620112,56.5136531620112,56.5136531620112,56.5136531620112
422,"LBN","Lebanon",44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,44.1347822281523,36.7976845964267,50.505071643129,64.5680012303353,75.8456593869819,71.3853979498766,68.7139056620793,53.4213663463357,53.4213663463357,53.4213663463357,53.4213663463357,53.4213663463357,53.4213663463357
426,"LSO","Lesotho",69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,69.054659313003,65.1145230804754,64.138068516676,36.8716674083053,0,0,0,10.6206040493672,10.6206040493672,10.6206040493672,10.6206040493672,10.6206040493672,10.6206040493672
430,"LBR","Liberia",48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,48.0123664067704,42.7707044665296,9.76192448962766,0,0,0.802972738102397,0,0,0,0,0,0,0
434,"LBY","Libya",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86.5616662017766,33.750316313484,5.68968636445236,46.8183173272427,84.276867118404,84.5126128107491,84.5126128107491,84.5126128107491,84.5126128107491,84.5126128107491,84.5126128107491
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,36.7986195962232,40.018951855507,45.6322293496857,60.5056711851743,65.9656601955889,63.2999079458595,54.3027733973319,48.4519808788131,48.4519808788131,48.4519808788131,48.4519808788131,48.4519808788131,48.4519808788131
442,"LUX","Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44609925514695,34.0118879217134,34.1207131547003,74.2210431108901,72.9989635720311,69.4012106284284,69.4012106284284,69.4012106284284,69.4012106284284,69.4012106284284,69.4012106284284
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,52.128423905258,47.7344846236267,48.5340304010878,32.7245423091578,17.4900182295377,12.5569530551589,15.4084463012056,0,0,0,0,0,0
454,"MWI","Malawi",52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,52.9618358108313,59.0406064516697,62.1408011076346,54.6379950791946,44.3124592185817,34.0763947518369,34.5826435560755,26.9728935093987,26.9728935093987,26.9728935093987,26.9728935093987,26.9728935093987,26.9728935093987
458,"MYS","Malaysia",44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,44.1631223984271,40.8670591900854,34.8987353793069,53.1947838353914,48.7537115682762,51.4366684969299,53.3152194892394,55.9199763062573,55.9199763062573,55.9199763062573,55.9199763062573,55.9199763062573,55.9199763062573
462,"MDV","Maldives",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
466,"MLI","Mali",30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,30.6500753199477,26.5834051810067,27.6515895439411,54.1518094648053,45.5104195470373,52.3209611550528,50.6896038074531,44.2735608088402,44.2735608088402,44.2735608088402,44.2735608088402,44.2735608088402,44.2735608088402
470,"MLT","Malta",60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,60.8800798517464,47.8539977768795,29.9669143320521,78.9688938398708,42.8236604428725,39.6399843629544,71.9365787829372,44.5895139149533,44.5895139149533,44.5895139149533,44.5895139149533,44.5895139149533,44.5895139149533
584,"MHL","Marshall Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
478,"MRT","Mauritania",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,59.5868131614985,0,0,0,0,38.9851322348039,38.9851322348039,38.9851322348039,38.9851322348039,38.9851322348039,38.9851322348039
480,"MUS","Mauritius",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85.9005964363744,78.0979512274818,47.9215020635582,0,0,0,0,0,0,0,0,0
484,"MEX","Mexico",52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,52.4595325443693,55.7946407625754,60.7772690955441,61.4210625106802,65.231958177319,62.4556829676142,57.9237588212086,48.7127788235841,48.7127788235841,48.7127788235841,48.7127788235841,48.7127788235841,48.7127788235841
583,"FSM","Micronesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
498,"MDA","Moldova",69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.8306500842956,69.112040625841,12.3348910006498,36.7826077313571,14.5989331727848,19.4103496286556,2.60904984354971,0,0,0,0,0,0
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,61.1745613887046,91.3945356165596,84.598097426649,100,100,100,100,100,100,100,100,100,100
499,"MNE","Montenegro",59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,59.2958387914283,39.9487994024698,28.7686689514581,15.6334920675223,0,49.576788224547,67.5122550757977,45.2486010638567,45.2486010638567,45.2486010638567,45.2486010638567,45.2486010638567,45.2486010638567
504,"MAR","Morocco",76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,76.5629263472803,70.9422795972214,53.364329472848,43.7978175778214,25.4842060162676,17.2379632242597,0,0,0,0,0,0,0
508,"MOZ","Mozambique",24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,24.9835373370695,39.1961268655738,46.2796435486098,55.3177896908438,58.213881359582,60.4252332690091,56.4968046866667,49.7796275707277,49.7796275707277,49.7796275707277,49.7796275707277,49.7796275707277,49.7796275707277
104,"MMR","Myanmar",16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,16.6967613879732,29.995580099878,30.5862447428231,31.5162975032752,24.2962923410274,26.9318387290071,23.348352757499,22.0233778622408,22.0233778622408,22.0233778622408,22.0233778622408,22.0233778622408,22.0233778622408
516,"NAM","Namibia",86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,86.1319261986146,74.4930930283632,81.9857806105804,65.4498268868602,58.0474329174753,75.9921004480293,100,76.7698205190984,76.7698205190984,76.7698205190984,76.7698205190984,76.7698205190984,76.7698205190984
