"code","iso","country","SPU.ind.1995","SPU.ind.1996","SPU.ind.1997","SPU.ind.1998","SPU.ind.1999","SPU.ind.2000","SPU.ind.2001","SPU.ind.2002","SPU.ind.2003","SPU.ind.2004","SPU.ind.2005","SPU.ind.2006","SPU.ind.2007","SPU.ind.2008","SPU.ind.2009","SPU.ind.2010","SPU.ind.2011","SPU.ind.2012","SPU.ind.2013","SPU.ind.2014","SPU.ind.2015","SPU.ind.2016","SPU.ind.2017","SPU.ind.2018","SPU.ind.2019","SPU.ind.2020","SPU.ind.2021","SPU.ind.2022"
232,"ERI","Eritrea",7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556,7.55555555555556
233,"EST","Estonia",71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778,71.7777777777778
748,"SWZ","Eswatini",45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333,45.3333333333333
231,"ETH","Ethiopia",60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444,60.4444444444444
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
246,"FIN","Finland",73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111,73.1111111111111
250,"FRA","France",33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778,33.7777777777778
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
