"code","iso","country","TBG.ind.1995","TBG.ind.1996","TBG.ind.1997","TBG.ind.1998","TBG.ind.1999","TBG.ind.2000","TBG.ind.2001","TBG.ind.2002","TBG.ind.2003","TBG.ind.2004","TBG.ind.2005","TBG.ind.2006","TBG.ind.2007","TBG.ind.2008","TBG.ind.2009","TBG.ind.2010","TBG.ind.2011","TBG.ind.2012","TBG.ind.2013","TBG.ind.2014","TBG.ind.2015","TBG.ind.2016","TBG.ind.2017","TBG.ind.2018","TBG.ind.2019","TBG.ind.2020","TBG.ind.2021","TBG.ind.2022"
120,"CMR","Cameroon",9.80944309170123,9.80944309166865,10.4512762108636,10.4512762108701,10.451276210858,10.4512762108517,17.021822634052,19.1044311757262,19.1044311758028,19.1044311757484,20.7459793467292,26.058184521064,26.0621419806589,31.536081409555,34.0876832514388,34.6500446939404,59.2458435826365,59.2458436716047,64.6195708367406,64.6195708367747,66.2129931899188,67.1470132774035,67.1470132774188,67.1470132774141,68.2776951642476,68.2776951642459,68.2776951642453,68.2776951642459
124,"CAN","Canada",39.110626050955,41.4747064256097,42.857797732108,43.3917968595559,45.4395701645042,47.1712406299008,47.8576648524852,49.513415053859,49.6732252667192,52.5367368518475,53.1752476642533,54.5193835081827,55.2883708475555,56.0881478226781,58.3583613268466,59.8536566975765,60.1385084336976,61.0023878404176,61.8557708801371,63.3349141380941,63.4697222871312,64.8016876699106,65.1445090697494,65.4712819101965,66.6657138370794,67.6578729192953,67.8150147629629,67.8150147629635
136,"CYM","Cayman Islands",57.2537880730479,59.3301162444018,59.3301162443888,66.1058404020218,66.1058404020371,66.1058404020441,66.1058404019553,66.1058404019694,66.1058404019065,66.1058404019476,66.1529183124047,66.1529183123947,66.1529183124,66.1529183124041,66.15291831247,66.1529183124735,66.9016643367147,66.9164479120618,66.955762516273,67.1019996132594,67.1210146722288,67.12101467223,67.1210146722388,67.1210146722412,67.1210146722424,67.1210146722441,67.1210146722441,67.1210146722441
140,"CAF","Central African Republic",97.0181996801218,97.0181996801218,97.0181996801212,97.0181996801212,97.0181996802182,97.0181996802182,97.0181996802182,97.0181996802188,97.0181996802188,97.0181996802188,97.0181996802182,97.0276151612094,97.0276151612094,97.0276151612088,97.0276151612088,97.0276151612094,97.0276151612094,97.0276151652212,97.0276151652212,97.0276151652218,97.0276151652218,97.0276151652218,97.0276151652218,97.0276151652218,97.0276151652218,97.0276151652218,97.0276151652218,97.0276151652218
148,"TCD","Chad",63.3420450436488,63.3420450436541,63.3420450437376,63.3420450437724,63.3420450437706,63.3420450437676,63.3420450437518,77.3933879123677,77.3933879123606,77.3933879123641,77.3933879123677,77.3933879123659,77.3933879123653,77.3933879123512,77.3933879123447,77.3933879123388,77.3933879123388,77.3933877438794,77.3933877438888,77.3933877438818,77.39338774388,77.3933877438812,77.3933877438794,77.3933877438782,77.3933877438747,77.3933877438741,77.3933877438753,77.3933877438765
152,"CHL","Chile",37.8697891902494,40.8443875814613,41.8508484579876,41.8508484579662,41.8567572214478,41.8567572214451,41.8576728725494,41.8576728725486,41.8576728725321,41.8576728725206,41.891061298826,41.953260206467,41.9191391950709,41.9191391950799,41.9191391950751,42.2440810053039,42.599600371657,42.6350556671633,42.6350556671564,42.6647379934411,42.8007092581208,43.382854223121,43.3828542231075,43.4053403637838,44.2484933062833,44.5395322557673,44.6815222931966,44.6815222931948
156,"CHN","China",0.687045919521771,0.687045919521812,0.688342612761588,0.693148498999235,0.693148498999188,0.7424629069359,0.742462906935776,0.742462906935629,3.93012905854326,3.93012905854482,4.23275039551692,4.23275039551761,4.2359837991382,4.23598379913862,4.43133872816662,4.43147521142136,4.43147521142092,5.04002878143677,5.0400287814451,5.57784421815315,5.57784421815404,5.59986236005606,5.59986236005787,5.59986236005762,8.49531609501324,8.49531609501276,8.49531609501412,8.49531609501447
170,"COL","Colombia",59.7113438242688,59.7113438243529,59.7126009413865,59.7257806789718,66.3061567772059,66.3489576383071,66.3507568205635,66.3898823379753,69.3622676195141,69.3683407277853,69.3702397269506,70.8497534359953,71.3112795126835,72.6943250107729,74.0565091509294,76.6316935002182,76.6460354151635,76.7179076992853,76.7859725509671,76.8635350515259,77.1162837111394,77.5197033074824,77.5250214915059,77.5976644569706,79.2345828561982,79.3470375346247,79.3647723980565,79.3647723980559
174,"COM","Comoros",0,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,4.10245298849361,59.9893318507835,59.9893318507835,59.9893318507835,59.9893318507835,100,100,100,100,100,100,100,100,100,100,100,100
184,"COK","Cook Islands",5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807,5.21905314708807
188,"CRI","Costa Rica",96.8373886233618,96.9424598645718,96.9424598639588,96.9424598639653,97.0341104641406,97.0341104641576,97.0341104641135,97.7054258248606,97.7054258248435,97.7054258248559,97.7054258248465,97.7054258248429,97.7054258248447,97.7054258248453,97.7054258248665,97.9829964227318,97.9829964227359,97.9829964227359,97.9829964227482,97.9829964227518,97.9829964227671,97.9829964227676,97.9829964227712,97.9829964227723,97.9829964388488,97.9829964388394,98.0905368131365,98.0905368131365
384,"CIV","Cote d'Ivoire",93.4172662056271,93.4172662055418,93.41726620555,93.4172662055635,93.4172662055365,93.4172662055212,93.41726620567,93.4172662056371,93.4172662057306,93.4172662056594,93.4172662057012,98.0621230207482,98.0621230207447,98.0621230207412,98.0621230207065,98.0621230207047,98.0621230206959,98.0621230087759,98.0621230087541,98.0621230087471,98.0621230087371,98.0621230087359,98.0621230087323,98.0621230087335,98.0621230087323,98.0621230087329,98.0621230087329,98.0621230087329
191,"HRV","Croatia",46.5338224214637,47.5269054461394,47.6314237627919,47.6366943979091,48.1754112245662,55.0253650541157,55.0630994936244,55.9638513156518,55.9694982367719,56.205286647086,56.2052866470879,56.2052866471269,58.0203686931198,58.0203686931221,58.0203686931373,58.0203686931362,58.0361253442506,63.0879549393141,63.0879549393112,100,100,100,100,100,100,100,100,100
192,"CUB","Cuba",0,0,0,0,0,0,0,58.4816873489951,62.5511336722365,62.5511336724141,62.5511336723018,62.5511336722588,62.5511336722835,62.5511336723047,63.1012086712541,63.1012086712594,68.3619201773294,68.3619201752059,69.3026539624276,69.3026539624735,69.3026539625512,69.3026539625524,69.3026539625871,69.3026539625924,69.302653962597,69.3026539626035,69.3026539626035,69.3026539626041
