"code","iso","country","WWT.ind.1995","WWT.ind.1996","WWT.ind.1997","WWT.ind.1998","WWT.ind.1999","WWT.ind.2000","WWT.ind.2001","WWT.ind.2002","WWT.ind.2003","WWT.ind.2004","WWT.ind.2005","WWT.ind.2006","WWT.ind.2007","WWT.ind.2008","WWT.ind.2009","WWT.ind.2010","WWT.ind.2011","WWT.ind.2012","WWT.ind.2013","WWT.ind.2014","WWT.ind.2015","WWT.ind.2016","WWT.ind.2017","WWT.ind.2018","WWT.ind.2019","WWT.ind.2020","WWT.ind.2021","WWT.ind.2022"
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63,18.63
398,"KAZ","Kazakhstan",27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
404,"KEN","Kenya",1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
296,"KIR","Kiribati",4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433,4.50788498707433
689,"XKX","Kosovo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
414,"KWT","Kuwait",43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1
417,"KGZ","Kyrgyzstan",8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551,8.56221555971551
418,"LAO","Laos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,"LVA","Latvia",90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7
422,"LBN","Lebanon",38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164,38.164
426,"LSO","Lesotho",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,"LBY","Libya",9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
438,"LIE","Liechtenstein",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,"LTU","Lithuania",52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26,52.26
442,"LUX","Luxembourg",98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
446,"MAC","Macao",16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345,16.6622795871345
450,"MDG","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,"MWI","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,"MYS","Malaysia",12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608,12.608
462,"MDV","Maldives",3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845,3.80016750309845
466,"MLI","Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"MLT","Malta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,"MHL","Marshall Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
478,"MRT","Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"MUS","Mauritius",2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
484,"MEX","Mexico",25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004,25.2004
583,"FSM","Micronesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
498,"MDA","Moldova",9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18,9.18
492,"MCO","Monaco",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
496,"MNG","Mongolia",3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
499,"MNE","Montenegro",8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37
504,"MAR","Morocco",5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
508,"MOZ","Mozambique",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
104,"MMR","Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"NAM","Namibia",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
520,"NRU","Nauru",15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301,15.3319318955301
524,"NPL","Nepal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,"NLD","Netherlands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
540,"NCL","New Caledonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
554,"NZL","New Zealand",79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895
558,"NIC","Nicaragua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,"NER","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"NGA","Nigeria",0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154
570,"NIU","Niue",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
408,"PRK","North Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,"MKD","North Macedonia",0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331,0.824049472346331
578,"NOR","Norway",64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35,64.35
512,"OMN","Oman",13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4
586,"PAK","Pakistan",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
585,"PLW","Palau",40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
591,"PAN","Panama",23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1
598,"PNG","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,"PRY","Paraguay",0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735
604,"PER","Peru",40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992,40.992
608,"PHL","Philippines",0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
616,"POL","Poland",61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465,61.465
620,"PRT","Portugal",59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16,59.16
634,"QAT","Qatar",70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
178,"COG","Republic of Congo",8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119,8.84139290064119
642,"ROU","Romania",25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688,25.688
643,"RUS","Russia",18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
646,"RWA","Rwanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375,0.574163909608375
662,"LCA","Saint Lucia",14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593,14.043905885593
670,"VCT","Saint Vincent and the Grenadines",13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379,13.9514105935379
882,"WSM","Samoa",0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739,0.948683840721739
674,"SMR","San Marino",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
678,"STP","Sao Tome and Principe",10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695,10.9221657118695
682,"SAU","Saudi Arabia",37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996,37.6996
686,"SEN","Senegal",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
688,"SRB","Serbia",0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962,0.6962
690,"SYC","Seychelles",19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133,19.4515200879133
694,"SLE","Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,"SGP","Singapore",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
534,"SXM","Sint Maarten",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
703,"SVK","Slovakia",44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655,44.655
705,"SVN","Slovenia",92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16
90,"SLB","Solomon Islands",1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648,1.20031763086648
706,"SOM","Somalia",4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134,4.90937706978134
710,"ZAF","South Africa",21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66
410,"KOR","South Korea",76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366
728,"SSD","South Sudan",5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033,5.24297215516033
724,"ESP","Spain",91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14
144,"LKA","Sri Lanka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"PSE","State of Palestine",14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376,14.3341654134376
729,"SDN","Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,"SUR","Suriname",13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084,13.1772143577084
752,"SWE","Sweden",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
756,"CHE","Switzerland",97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
760,"SYR","Syria",48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
158,"TWN","Taiwan",6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48
762,"TJK","Tajikistan",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
834,"TZA","Tanzania",2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934
764,"THA","Thailand",1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
626,"TLS","Timor-Leste",0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276,0.582041462438276
768,"TGO","Togo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,"TON","Tonga",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
780,"TTO","Trinidad and Tobago",2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355,2.95372639902355
788,"TUN","Tunisia",43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04
792,"TUR","Turkey",30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53
795,"TKM","Turkmenistan",9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
